electricity,sound,output_production,spindle_load,spindle_rotational_acceleration
687.1883825215093,879.6456813942464,-1.409486157076536,633.1130339327678,237.3765004923343
188.5948339691181,323.4965539349205,-0.6623780145130678,197.87060369059566,477.65846042377456
539.1354911137716,959.7284091629167,-0.24660939874610466,801.7885223303541,553.0627429836961
623.6375102080208,177.1427633156705,-2.7898479445401563,432.33872466662183,325.2712080996459
724.9691435674816,497.711326009426,0.11337428288002083,577.783338110735,447.13140700067135
497.4295198135971,1094.9703364817856,-0.3878800199093091,739.527378857922,169.89024463525095
228.5425301794166,513.4125133861833,-3.8680102651696195,316.6848114126956,512.986648898283
1038.1148833644975,189.13890038869377,-4.527145526906161,103.29612311783147,611.51750561578
1063.6129390622623,1091.8506904216829,-4.2866492031765535,793.6903933337502,123.58493697392274
448.2834790194049,277.4108735092074,-4.888270579238585,264.8346166456469,170.25646829486288
907.056581946447,586.1045614437796,-1.8529456423289048,179.931838077899,630.2707615952733
479.72185292678193,572.5257735367995,-0.86004285909756,189.10371715143992,161.80754005937314
1065.0119754886045,151.11525222369613,-2.6852830488752453,152.04689730444687,200.29568858273842
420.39618491973005,1050.3384740165625,0.21709403384074033,396.0523129952723,444.74004518185933
210.99606894759023,1099.748867801171,-1.2934188596381242,388.24730281142104,138.111685718109
333.213254559094,508.8532391582099,-0.42367471091450737,165.30575177750148,132.85133124539703
692.2159966167624,412.0859101556831,-0.2534965265950908,812.8829272036804,286.7341781496111
203.6829998735468,695.6984576615895,0.9522624703479305,1140.6928739099835,182.58152204049202
103.99459654248521,843.0076800213664,-1.193708878407179,1139.0744135283264,492.7510406743653
411.9462823654784,412.8272152040043,0.9190327783062802,372.1600879177814,120.35965340084904
856.5456004739852,209.09273087629293,-3.5791684806163184,296.19747782637876,232.13919571165437
339.4014901949083,486.1719816477456,-4.374810716145413,656.7752232355252,393.18223318715053
1158.022703219429,1174.6783984933536,-0.5389432236106291,581.8357230994494,677.6453299720642
608.2862725697825,463.06068452433425,-1.1268399206609145,1132.4841553184035,628.4921042179998
912.7280187637607,1066.3305290104124,-2.808665644392345,1148.5716129315858,517.850752394608
773.6177030849888,860.3904481883653,-2.6644402763681976,299.23830554071355,363.88063788496737
928.3908730185863,352.8142542630183,-2.603109469103935,448.4338317909199,319.9911079368403
953.6675515716635,1133.0961489392598,-4.899540254370427,620.2730934465181,535.0221311074242
207.49738071791893,237.46745001528592,-1.006625910924667,896.5517023322847,642.4040826344029
328.05145648032874,262.35902104858155,0.6922633129469571,254.61374448956974,159.57941113722768
555.6338471070644,206.17735880442274,-1.1517493785100452,686.911796671764,588.4386028402043
351.0198854931961,602.8709026880915,-0.020950576724922287,906.7500533204571,253.173735235838
618.7587797823311,188.87806802509272,0.6105608709179617,241.66508767490546,642.9278809821529
734.7679045620339,434.567070861012,-1.1226384604856343,541.8251202909125,495.02064072766905
468.02099564802194,555.9503567173446,-0.2364571210387154,806.813769295066,171.31940702909571
139.19421206323017,348.68889315317267,-2.8746919008133016,368.12993934364715,300.2118354149697
461.0514117599889,443.707884940712,-2.126157851854601,542.5155127646223,627.5346513138093
1007.1862631118701,1017.9345290186873,-0.801203297315257,1161.5525807849594,585.4697303904127
629.2410940373263,471.7299930866317,-3.7508749881814767,1041.9857637618497,496.5681680403628
991.8082310435298,566.6357630023476,-0.4637519948658342,796.8719490223058,461.41914045962574
688.9084151364166,511.2018473654723,0.8721966824713943,506.72889038275247,307.0228160450693
382.4256539746168,1078.5000022209176,-4.105950388163862,350.05696596712085,136.85752335372473
911.7631535101041,155.51500430415217,-4.826482052468285,500.26098762420355,187.5441715758109
633.656511367653,531.4596991769839,-1.1210089376873458,1126.7558922634284,507.91662663428264
1015.6927192316994,176.45444005455872,-3.3249817756946562,640.873771013924,678.4102981381587
911.3636983482393,592.4127432633904,-1.5456910643012947,358.09260070780033,259.6712507744528
968.2127542935227,880.0127609153818,-2.8515241537703653,437.9837804339367,210.88886025598111
224.39465740462714,637.4237108221811,-0.016223932478274472,968.8443205744417,500.7081015877032
896.0951513702807,115.4686397833867,-3.255620699383331,425.500469629358,632.1040579278068
917.5469979167622,685.91378036397,-3.310284177498854,1101.8674867899504,386.43426045605185
459.50195122186864,172.34382610462086,-1.2581677643156821,978.5149039661061,517.8401414432481
753.8899103235163,131.88934370415686,0.23066644823925708,674.5084552315758,240.5985615793695
787.4787628438294,1025.5499388050612,-0.229812928525861,1152.891434943541,388.5294760327245
121.18073101837228,654.6501054827706,-0.09186599131920681,245.6875686593139,384.53740936780156
153.98310631480152,181.09217074169936,-4.761226833198524,531.635599250115,566.0559137229227
272.59901740143675,707.4660183491723,-0.4333797364675127,794.2823992657203,226.8845506455354
632.8391433101054,640.9054727630474,-2.0751969816492224,894.0722526837707,233.2419050543886
411.62394559749214,776.6499495114404,-1.2637151212897617,692.4666018787957,520.2199892070267
1003.121627371711,985.6101908329464,-1.1283500355788112,253.51335917185128,269.72177101281653
275.6969258230137,1004.5899139452025,-1.9022956640318855,1182.3124593095401,420.46333722851057
960.7001122856781,937.6238243534593,-3.03223906469022,778.6579900617028,295.8068428069588
309.41429361624074,717.1163514997991,-3.4598586810443166,116.6273130793967,105.24064754764368
422.55122020591926,624.605369818444,0.6258338158287937,496.8900148934266,446.46224350604007
318.8517035472098,983.2112289641648,0.7678328498857312,1044.0275363825663,342.5748943219749
876.1743200803127,118.26738159002574,-3.4308816823152055,268.61986855398527,216.67045548455133
949.6923376642753,1147.9937610434613,0.4579809680050684,494.4459690270826,379.8307758496601
778.6971807264649,898.0694933171684,-2.2763367590180037,178.05868936715427,473.1523654499829
1157.9463936413958,862.4603763810018,-0.9450918255205669,811.9588887723406,356.3431613423704
410.78562316476666,274.5910006053617,-4.5631894669054125,794.7162074925847,550.2828432273124
269.63009553809286,890.3952073037747,-4.953956008282194,685.2252634762185,380.50212642226586
1030.7449608256293,634.6638804580027,-3.66890403961405,229.57222878800025,461.01596040202423
722.9929032846879,720.2132581083304,-0.31440885664600704,1052.4997929048266,304.2878878030723
747.5777569346662,562.1342541840713,-3.8018195068245895,986.255841207585,687.1314080263618
1195.2396686901086,632.3640303050358,0.6542107369961689,1122.3502080094454,546.8748973929738
310.4908745904097,419.0010551039275,-1.1170281998716312,374.24033189733257,566.5531676618273
435.71204469989823,232.07288121722374,-1.8427056122204135,193.09433075139415,384.4092004697162
200.30040008647455,928.7726932386304,-3.0864473393310643,1162.897376601573,394.60808689849415
488.61234020981084,783.2494487058661,-0.847751728956019,1034.4760820344895,420.35741644831927
554.1457302248689,666.9623040276707,0.42073143282943515,429.4145540370644,637.0081487288037
514.7784970276468,725.9631760295507,-4.080865725749777,774.8119595565496,117.8744475628043
1139.9789186270468,251.5843514319629,-2.7918742701997217,225.95990956274005,555.4083316399676
1150.3496796729266,1028.4041702334196,-4.499564303798896,936.0277597083444,637.562946243829
472.716369173223,176.75099627605726,-2.6709655952793883,399.7628091143304,589.3942505367183
707.0688389033545,1075.9299502247086,0.07013948578810036,364.0063124243039,187.412855982949
1050.7612876061125,1142.5276436803176,-3.793404430563779,1115.024626837867,122.61020077647305
679.2465962056389,726.5826851696198,-1.7291452330373867,559.9287238779656,445.46584019783006
269.61336586052073,935.4113444975982,-4.016061355630136,442.57096863905446,318.8197934063471
625.8501563446401,825.3501201005738,-3.1150579469633897,345.09529332801935,440.2503203558249
667.0503457471518,514.7472110674256,-4.289452649188045,694.2847386132418,293.02570395306105
653.901888449636,594.962612680821,-4.394989569237658,191.6678611489073,640.7445190800211
245.6351689300671,689.2736976720207,-0.8039685821187712,802.5759898049619,336.12109149132664
967.6130560818311,502.246091919245,-2.37400925147768,132.37354423953835,106.45709973543572
679.0091678971211,680.091250737519,-0.5643590481009371,323.2864882483559,416.577488169038
1118.4046956273014,457.2843315912188,-0.10642489333239347,934.3751102121855,241.15560791935818
649.3547211173427,712.2844198294451,-2.7350531055750293,592.0861409196723,276.6270822040467
896.6718646735209,314.09719796853483,0.4336298691212648,982.135470766955,590.020178353084
367.2842869034442,844.9992463334091,-0.7313768451477802,425.3545929260672,299.05099970306617
462.9676732166586,704.3485663880997,-3.7748899158201645,126.39516317468559,358.52112732267494
880.0464653439125,282.71138929063545,-3.26723529694271,809.0159632467795,601.0519446675235
280.40927893920366,864.4518394318272,-3.804363652144425,1020.5910054129779,366.8307783886594
